변경구분,상점ID,상점명,할증ID,할증명,할증유형,판가(전→후),원가(전→후),종료일
매핑해제,136884,스타벅스 한성대입구역,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,136884,스타벅스 한성대입구역,30326,[성북보문] 창신동 550원,POLYGON,550,500,
매핑해제,136884,스타벅스 한성대입구역,52203,[성북보문] 이화동 550원,POLYGON,550,500,
매핑해제,136884,스타벅스 한성대입구역,52210,[성북보문] 혜화동 550원,POLYGON,550,500,
매핑해제,136884,스타벅스 한성대입구역,9884,[성북보문] 숭인동 550원,POLYGON,550,500,
매핑해제,136890,스타벅스 삼선교,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,136890,스타벅스 삼선교,30326,[성북보문] 창신동 550원,POLYGON,550,500,
매핑해제,136890,스타벅스 삼선교,52203,[성북보문] 이화동 550원,POLYGON,550,500,
매핑해제,136890,스타벅스 삼선교,52210,[성북보문] 혜화동 550원,POLYGON,550,500,
매핑해제,136890,스타벅스 삼선교,9884,[성북보문] 숭인동 550원,POLYGON,550,500,
매핑해제,138769,CU 옥수극동점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,138769,CU 옥수극동점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,138769,CU 옥수극동점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,142087,CU 한양사대부고점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,142087,CU 한양사대부고점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,148221,GS25 행당벽산점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,148221,GS25 행당벽산점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,148362,이마트에브리데이 성북동점,10438,[성북보문] 명륜1~4가 550원,REGIONS,550,500,
매핑해제,148362,이마트에브리데이 성북동점,11561,[성북보문] 동숭동 550원 할증,REGIONS,550,500,
매핑해제,148362,이마트에브리데이 성북동점,11562,[성북보문] 연건동 550원 할증,REGIONS,550,500,
매핑해제,148362,이마트에브리데이 성북동점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,148362,이마트에브리데이 성북동점,17681,"[성북보문] 정릉1,2동 550원",REGIONS,550,500,
매핑해제,148362,이마트에브리데이 성북동점,30326,[성북보문] 창신동 550원,POLYGON,550,500,
매핑해제,151230,GS25 마장힐스점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,151230,GS25 마장힐스점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,152747,GS25 한양제일점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,152747,GS25 한양제일점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,154862,GS25 성북구청점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,158869,올리브영 신금호역점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,158972,CU 동소문본점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,158972,CU 동소문본점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,160540,CU 금호사거리점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,160540,CU 금호사거리점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,160540,CU 금호사거리점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,160712,스타벅스 성신여대정문,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,160712,스타벅스 성신여대정문,30322,[성북보문] 종암동 550원,REGIONS,550,500,
매핑해제,160712,스타벅스 성신여대정문,30326,[성북보문] 창신동 550원,POLYGON,550,500,
매핑해제,160712,스타벅스 성신여대정문,52202,[성북보문] 혜화동 550원,REGIONS,550,500,
매핑해제,160712,스타벅스 성신여대정문,52203,[성북보문] 이화동 550원,POLYGON,550,500,
매핑해제,160712,스타벅스 성신여대정문,52207,"[성북보문] 정릉 1,2동 550원",REGIONS,550,500,
매핑해제,160712,스타벅스 성신여대정문,52211,[성북보문] 성북동 550원,REGIONS,550,500,
매핑해제,160712,스타벅스 성신여대정문,9884,[성북보문] 숭인동 550원,POLYGON,550,500,
매핑해제,161138,GS25 금호극동점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,161138,GS25 금호극동점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,165280,CU 성북보문점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,165280,CU 성북보문점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,165281,CU 보문아남점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,165281,CU 보문아남점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,165565,요기요OD_성북동선지점/성북,148962,[강북요기요]교차)성북존 배송지할증,POLYGON,1100,1000,
매핑해제,165565,요기요OD_성북동선지점/성북,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,165565,요기요OD_성북동선지점/성북,63707,[성북요] 종암→ 500원,POLYGON,275,500,
매핑해제,165565,요기요OD_성북동선지점/성북,83080,요기요OD 주류배송 할증,LIQUOR,550,500,
매핑해제,165703,요기요OD_단건_성북동선지점/성북,148962,[강북요기요]교차)성북존 배송지할증,POLYGON,1100,1000,
매핑해제,165703,요기요OD_단건_성북동선지점/성북,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,165703,요기요OD_단건_성북동선지점/성북,63707,[성북요] 종암→ 500원,POLYGON,275,500,
매핑해제,165703,요기요OD_단건_성북동선지점/성북,83080,요기요OD 주류배송 할증,LIQUOR,550,500,
매핑해제,166321,CU 왕십리큐브스테이트점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,166321,CU 왕십리큐브스테이트점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,166321,CU 왕십리큐브스테이트점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,167041,CU 성북한신점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,167041,CU 성북한신점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,173387,CU 성북리치점,11524,CU편의점 야간할증,WEEKLY_HOURS,550,500,
매핑해제,173387,CU 성북리치점,149020,[성북동선] 프로모션할증 1000,UNCONDITIONAL,0,1000,
매핑해제,177147,GS더프레시 성동텐즈힐점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,177147,GS더프레시 성동텐즈힐점,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,177147,GS더프레시 성동텐즈힐점,59245,프라임 픽업할증_770원,UNCONDITIONAL,770,700,
매핑해제,177743,스타벅스 신금호역,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,177743,스타벅스 신금호역,151598,[성동행당]*특별야간할증,WEEKLY_HOURS,0,1000,2026-07-21
매핑해제,180586,이마트에브리데이 행당점,144421,[성동행당]*특별할증,WEEKLY_HOURS,0,1000,2026-07-21
