상점_ID,상점명,관심상점_여부,분석_오더_건수,조기도착_건수,조기도착_비중_%,지각도착_건수,지각도착_비중_%,요청대비_도착차이_평균_분,조기_요청대비_픽업차이_평균_분,조기_도착후_대기_평균_분,지각_요청대비_픽업차이_평균_분,지각_도착후_대기_평균_분,타상점50건_조기도착_비중_%,타상점50건_지각도착_비중_%,타상점50건_요청대비_도착차이_평균_분,타상점50건_조기_요청대비_픽업차이_평균_분,타상점50건_조기_도착후_대기_평균_분,타상점50건_지각_요청대비_픽업차이_평균_분,타상점50건_지각_도착후_대기_평균_분,조기도착_비중_타상점대비_차이_pp,지각도착_비중_타상점대비_차이_pp,요청대비_도착차이_타상점대비_차이_분,조기_요청대비_픽업차이_타상점대비_차이_분,조기_대기_타상점대비_차이_분,지각_요청대비_픽업차이_타상점대비_차이_분,지각_대기_타상점대비_차이_분
263216,CU 휘경SK뷰점,N,16,12,75.0,4,25.0,-3.45,-5.39,0.19,3.48,0.53,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,5.93,-5.93,-1.03,-1.38,-2.67,-4.79,-0.22
265097,[직영A] 올데이파스타 장안점,N,16,5,31.25,11,68.75,2.26,-5.89,1.5,7.35,0.7,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-37.82,37.82,4.68,-1.88,-1.36,-0.92,-0.05
198023,GS25 청량리역점,N,15,7,46.67,8,53.33,1.32,-2.47,2.68,7.54,0.55,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-22.4,22.4,3.74,1.54,-0.18,-0.73,-0.2
261903,[직영A] 번패티번 외대점,N,15,14,93.33,1,6.67,-7.27,-7.0,1.28,7.28,0.37,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,24.26,-24.26,-4.85,-2.99,-1.58,-0.99,-0.38
265742,[직영A]국밥백서 답십리점,N,15,8,53.33,7,46.67,-1.27,-3.79,3.44,6.84,1.31,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-15.74,15.74,1.15,0.22,0.58,-1.43,0.56
36612,CU 신설교보점,N,13,9,69.23,4,30.77,-0.65,-4.93,2.58,15.62,0.85,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,0.16,-0.16,1.77,-0.92,-0.28,7.35,0.1
261899,[직영A] 밀플랜비,N,13,5,38.46,8,61.54,6.26,-5.57,5.42,17.5,0.45,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-30.61,30.61,8.68,-1.56,2.56,9.23,-0.3
262098,[직영A] 원할머니족발보쌈 회기점,N,13,7,53.85,6,46.15,3.76,-2.98,0.35,12.27,0.24,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-15.22,15.22,6.18,1.03,-2.51,4.0,-0.51
61117,◇GS25 삼육병원점,N,12,9,75.0,3,25.0,-4.74,-6.65,0.35,2.44,0.42,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,5.93,-5.93,-2.32,-2.64,-2.51,-5.83,-0.33
67278,CU 장안사거리점,N,12,10,83.33,2,16.67,-4.92,-5.69,0.92,4.58,1.01,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,14.26,-14.26,-2.5,-1.68,-1.94,-3.69,0.26
236473,CU 장안동본점,N,12,8,66.67,4,33.33,-2.24,-7.3,0.7,9.62,0.33,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-2.4,2.4,0.18,-3.29,-2.16,1.35,-0.42
264487,[직영A] 몬도커피츄러스 경희대점,N,12,7,58.33,5,41.67,-1.56,0.16,8.06,8.11,0.81,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-10.74,10.74,0.86,4.17,5.2,-0.16,0.06
265204,[직영A]피자마루 장안점,N,12,8,66.67,4,33.33,-0.87,2.0,6.12,6.29,0.65,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-2.4,2.4,1.55,6.01,3.26,-1.98,-0.1
37402,CU 이문투니온점,N,11,8,72.73,3,27.27,-2.12,-4.93,1.3,9.38,0.54,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,3.66,-3.66,0.3,-0.92,-1.56,1.11,-0.21
38854,CU 전농대로점,N,11,9,81.82,2,18.18,-4.14,-5.87,0.46,6.25,0.52,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,12.75,-12.75,-1.72,-1.86,-2.4,-2.02,-0.23
68709,◇CU 휘경점,N,11,10,90.91,1,9.09,-6.62,-6.98,0.46,1.72,0.03,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,21.84,-21.84,-4.2,-2.97,-2.4,-6.55,-0.72
133676,CU 장안퍼스트점,N,11,8,72.73,3,27.27,-3.52,-5.33,2.19,7.79,0.63,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,3.66,-3.66,-1.1,-1.32,-0.67,-0.48,-0.12
159343,CU 청량리미주점,N,11,9,81.82,2,18.18,-4.4,-6.26,0.52,6.99,0.69,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,12.75,-12.75,-1.98,-2.25,-2.34,-1.28,-0.06
261920,[직영A] 본도시락 회기점,N,11,9,81.82,2,18.18,-3.02,-4.61,0.7,7.32,0.03,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,12.75,-12.75,-0.6,-0.6,-2.16,-0.95,-0.72
262903,CU 제기고대역점,N,11,8,72.73,3,27.27,-1.59,-5.66,0.36,10.87,0.62,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,3.66,-3.66,0.83,-1.65,-2.5,2.6,-0.13
263786,[직영A] 스시고칸 장안점,N,11,7,63.64,4,36.36,1.53,-4.91,0.41,15.45,1.95,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-5.43,5.43,3.95,-0.9,-2.45,7.18,1.2
265838,[직영A]프랭크버거 회기역점,N,11,8,72.73,3,27.27,2.88,-4.08,2.93,29.91,0.64,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,3.66,-3.66,5.3,-0.07,0.07,21.64,-0.11
266174,[직영A]샐러디 답십리점,N,11,9,81.82,2,18.18,-5.7,-5.69,1.42,0.8,0.21,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,12.75,-12.75,-3.28,-1.68,-1.44,-7.47,-0.54
261819,[직영A] 본도시락 시립대점,N,10,8,80.0,2,20.0,-6.62,-9.92,0.81,10.07,0.28,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,10.93,-10.93,-4.2,-5.91,-2.05,1.8,-0.47
261876,[직영A] 포케올데이 경희대점,N,10,8,80.0,2,20.0,-3.14,-4.92,1.52,10.42,0.36,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,10.93,-10.93,-0.72,-0.91,-1.34,2.15,-0.39
265095,[직영A] 이삭토스트 시립대점,N,10,7,70.0,3,30.0,-8.5,-3.91,11.98,9.13,0.39,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,0.93,-0.93,-6.08,0.1,9.12,0.86,-0.36
265708,GS25 이문회기점,N,10,8,80.0,2,20.0,-4.41,-4.46,1.54,2.96,1.02,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,10.93,-10.93,-1.99,-0.45,-1.32,-5.31,0.27
266138,[직영A]피자스쿨 외대앞역점,N,10,3,30.0,7,70.0,2.33,-3.7,9.21,9.3,0.44,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-39.07,39.07,4.75,0.31,6.35,1.03,-0.31
41506,■CU 경동사거리점,N,9,5,55.56,4,44.44,6.0,-5.63,0.41,21.65,0.6,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-13.51,13.51,8.42,-1.62,-2.45,13.38,-0.15
147509,GS25 신이문대림점,N,9,6,66.67,3,33.33,6.43,-2.98,0.8,27.61,0.75,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-2.4,2.4,8.85,1.03,-2.06,19.34,0.0
261923,[직영A] 매드피자 동대문점,N,9,8,88.89,1,11.11,-5.16,-0.63,5.24,2.7,2.22,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,19.82,-19.82,-2.74,3.38,2.38,-5.57,1.47
263193,CU 신설자이르네점,N,9,9,100.0,0,0.0,-7.49,-5.33,2.16,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-5.07,-1.32,-0.7,,
264370,[직영A] 페리카나 답십리점,N,9,3,33.33,6,66.67,0.98,-0.49,4.06,4.1,0.36,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-35.74,35.74,3.4,3.52,1.2,-4.17,-0.39
265501,[직영A]우리할매떡볶이 전농점,N,9,4,44.44,5,55.56,4.25,-3.83,0.47,11.37,0.29,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-24.63,24.63,6.67,0.18,-2.39,3.1,-0.46
34573,CU 장안관광호텔점,N,8,8,100.0,0,0.0,-5.13,-4.21,0.92,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-2.71,-0.2,-1.94,,
261878,[직영A] 버텍스 회기점,N,8,6,75.0,2,25.0,-3.23,-3.96,3.66,10.73,0.78,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,5.93,-5.93,-0.81,0.05,0.8,2.46,0.03
262089,[직영A] 두찜 동대문휘경점,N,8,1,12.5,7,87.5,8.66,-1.82,0.13,10.9,0.72,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-56.57,56.57,11.08,2.19,-2.73,2.63,-0.03
262099,[직영A] 늘통큰감자탕,N,8,3,37.5,5,62.5,2.29,-7.82,0.79,11.4,2.57,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-31.57,31.57,4.71,-3.81,-2.07,3.13,1.82
263176,CU 안암로타리점,N,8,7,87.5,1,12.5,-5.73,-6.07,0.86,2.95,0.22,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,18.43,-18.43,-3.31,-2.06,-2.0,-5.32,-0.53
263772,[직영A] 우주닭,N,8,5,62.5,3,37.5,2.17,-3.63,5.45,21.32,0.42,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-6.57,6.57,4.59,0.38,2.59,13.05,-0.33
264029,[직영A] 오겹촌회기,N,8,7,87.5,1,12.5,-3.25,-5.52,0.21,14.37,0.25,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,18.43,-18.43,-0.83,-1.51,-2.65,6.1,-0.5
24058,■파리바게뜨 제기동역점,N,7,6,85.71,1,14.29,-3.32,-4.19,1.24,9.7,0.37,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,16.64,-16.64,-0.9,-0.18,-1.62,1.43,-0.38
56450,GS25 동대문두산점,N,7,6,85.71,1,14.29,-5.08,-5.45,0.89,2.45,0.02,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,16.64,-16.64,-2.66,-1.44,-1.97,-5.82,-0.73
58972,GS25 답십리중앙점,N,7,5,71.43,2,28.57,-4.28,-6.53,0.73,3.62,0.46,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,2.36,-2.36,-1.86,-2.52,-2.13,-4.65,-0.29
175587,GS25 장안화이트점,N,7,4,57.14,3,42.86,3.05,-6.92,0.2,18.97,2.36,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-11.93,11.93,5.47,-2.91,-2.66,10.7,1.61
262902,CU 제기원룸점,N,7,5,71.43,2,28.57,-2.07,-3.98,0.28,3.56,0.15,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,2.36,-2.36,0.35,0.03,-2.58,-4.71,-0.6
263196,CU 이문스타즈점,N,7,6,85.71,1,14.29,-4.42,-4.7,0.56,0.98,0.43,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,16.64,-16.64,-2.0,-0.69,-2.3,-7.29,-0.32
264237,[직영A]대한냉면 동대문점,N,7,3,42.86,4,57.14,9.33,-2.22,1.06,19.48,0.7,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-26.21,26.21,11.75,1.79,-1.8,11.21,-0.05
41504,CU 용두대박점,N,6,4,66.67,2,33.33,1.72,-2.84,0.3,11.76,0.33,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-2.4,2.4,4.14,1.17,-2.56,3.49,-0.42
51256,CU 전농시립대점,N,6,5,83.33,1,16.67,-5.6,-5.2,2.25,4.4,0.75,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,14.26,-14.26,-3.18,-1.19,-0.61,-3.87,0.0
69701,세븐일레븐 시립대본점,N,6,5,83.33,1,16.67,-5.36,-5.68,0.83,0.42,0.02,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,14.26,-14.26,-2.94,-1.67,-2.03,-7.85,-0.73
96526,이문)파리바게뜨 외대후문점,N,6,4,66.67,2,33.33,-4.69,-7.41,1.33,3.76,0.36,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-2.4,2.4,-2.27,-3.4,-1.53,-4.51,-0.39
105130,GS25 전농중앙점,N,6,4,66.67,2,33.33,-3.07,-5.33,0.5,3.15,0.69,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-2.4,2.4,-0.65,-1.32,-2.36,-5.12,-0.06
149493,CU 답십리두산위브점,N,6,5,83.33,1,16.67,-3.6,-5.1,0.49,7.33,0.97,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,14.26,-14.26,-1.18,-1.09,-2.37,-0.94,0.22
165050,CU 장안래미안점,N,6,5,83.33,1,16.67,-5.84,-6.31,0.89,1.15,0.18,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,14.26,-14.26,-3.42,-2.3,-1.97,-7.12,-0.57
166323,CU 용두두산위브점,N,6,4,66.67,2,33.33,-2.88,-4.47,1.78,4.49,0.64,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-2.4,2.4,-0.46,-0.46,-1.08,-3.78,-0.11
174229,GS25 답십리한천로점,N,6,5,83.33,1,16.67,-6.18,-7.77,0.72,5.78,0.42,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,14.26,-14.26,-3.76,-3.76,-2.14,-2.49,-0.33
181724,(선택)파리바게뜨 전농삼성점,N,6,6,100.0,0,0.0,-7.53,-7.12,0.41,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-5.11,-3.11,-2.45,,
197738,GS25 동대문SK점,N,6,6,100.0,0,0.0,-5.3,-4.81,0.49,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-2.88,-0.8,-2.37,,
241617,GS25 외대라그란데점,N,6,4,66.67,2,33.33,-4.09,-8.82,0.67,7.12,0.44,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-2.4,2.4,-1.67,-4.81,-2.19,-1.15,-0.31
261845,[직영A] 열정국밥 동대문구장안점,N,6,2,33.33,4,66.67,5.49,-2.44,4.52,12.04,0.32,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-35.74,35.74,7.91,1.57,1.66,3.77,-0.43
261875,[직영A] 초선마라 마라탕&마라샹궈 동대문회기점,N,6,3,50.0,3,50.0,-1.01,-6.41,1.34,6.37,0.64,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,1.41,-2.4,-1.52,-1.9,-0.11
261914,[직영A] 파머스포케 키토김밥&샐러드 신설동점,N,6,2,33.33,4,66.67,3.37,-7.59,0.28,9.44,0.45,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-35.74,35.74,5.79,-3.58,-2.58,1.17,-0.3
262062,[직영A] 김치로 김치찜돈가스,N,6,3,50.0,3,50.0,6.41,-3.48,2.11,18.58,0.19,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,8.83,0.53,-0.75,10.31,-0.56
264488,[직영A] 동궁찜닭 장안점,N,6,6,100.0,0,0.0,-8.5,-2.47,6.03,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-6.08,1.54,3.17,,
265032,[직영A]베러먼데이 회기역점,N,6,5,83.33,1,16.67,-3.54,-5.24,0.87,11.25,1.97,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,14.26,-14.26,-1.12,-1.23,-1.99,2.98,1.22
266175,[직영A]굽네치킨 전농동점,N,6,5,83.33,1,16.67,-11.6,-4.22,10.23,6.75,4.12,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,14.26,-14.26,-9.18,-0.21,7.37,-1.52,3.37
24059,파리바게뜨 장안배봉점,N,5,3,60.0,2,40.0,-1.36,-5.95,1.87,8.48,0.15,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-9.07,9.07,1.06,-1.94,-0.99,0.21,-0.6
24197,휘경)파리바게뜨 휘경점,N,5,5,100.0,0,0.0,-4.9,-3.42,1.49,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-2.48,0.59,-1.37,,
82668,GS25 답십리래미안점,N,5,3,60.0,2,40.0,-1.83,-3.79,0.61,2.7,0.68,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-9.07,9.07,0.59,0.22,-2.25,-5.57,-0.07
133671,CU 회기창덕안점,N,5,1,20.0,4,80.0,5.0,1.27,2.57,7.05,0.47,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-49.07,49.07,7.42,5.28,-0.29,-1.22,-0.28
141996,이디야커피 답십리파크자이점,N,5,3,60.0,2,40.0,-4.58,-4.32,5.53,6.52,3.19,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-9.07,9.07,-2.16,-0.31,2.67,-1.75,2.44
262872,CU 뉴답십리점,N,5,3,60.0,2,40.0,-1.45,-5.19,0.83,5.69,0.28,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-9.07,9.07,0.97,-1.18,-2.03,-2.58,-0.47
263225,CU 장안지우점,N,5,4,80.0,1,20.0,-4.75,-4.93,1.59,2.52,0.17,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,10.93,-10.93,-2.33,-0.92,-1.27,-5.75,-0.58
263887,[직영A] 카츠와이찌 동대문구점,N,5,4,80.0,1,20.0,-5.09,-4.1,2.81,3.47,1.28,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,10.93,-10.93,-2.67,-0.09,-0.05,-4.8,0.53
264012,[직영A] 육회바른연어 장안동사거리점,N,5,5,100.0,0,0.0,-5.77,-5.17,0.6,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-3.35,-1.16,-2.26,,
264239,[직영A]BBQ 고려대점,N,5,2,40.0,3,60.0,6.29,-7.82,0.76,18.37,2.17,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-29.07,29.07,8.71,-3.81,-2.1,10.1,1.42
265709,GS25 장안벤처빌점,N,5,3,60.0,2,40.0,2.27,-2.22,1.83,12.32,0.56,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-9.07,9.07,4.69,1.79,-1.03,4.05,-0.19
24056,(창)파리바게뜨 신설동역점,N,4,2,50.0,2,50.0,-0.19,-3.25,0.98,5.56,1.72,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,2.23,0.76,-1.88,-2.71,0.97
25837,■던킨도너츠 동대문푸르지오시티점,N,4,3,75.0,1,25.0,-4.44,-7.52,0.53,6.5,0.13,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,5.93,-5.93,-2.02,-3.51,-2.33,-1.77,-0.62
36615,CU 장안중앙점,N,4,3,75.0,1,25.0,-2.02,-4.72,0.28,7.2,0.27,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,5.93,-5.93,0.4,-0.71,-2.58,-1.07,-0.48
47208,◇역전우동0410 회기역점,N,4,2,50.0,2,50.0,3.12,0.12,5.18,11.84,0.54,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,5.54,4.13,2.32,3.57,-0.21
178214,투썸플레이스 청량리점,N,4,3,75.0,1,25.0,-4.72,-6.26,1.09,3.17,0.02,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,5.93,-5.93,-2.3,-2.25,-1.77,-5.1,-0.73
181725,(선택)파리바게뜨 장안2동점,N,4,2,50.0,2,50.0,-0.75,-8.2,0.49,7.93,0.73,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,1.67,-4.19,-2.37,-0.34,-0.02
181731,(선택)배스킨라빈스 경희대점,N,4,2,50.0,2,50.0,1.7,-4.45,1.73,10.07,0.49,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,4.12,-0.44,-1.13,1.8,-0.26
198265,GS25 장안데시앙점,N,4,3,75.0,1,25.0,-3.33,-5.88,0.21,5.28,0.33,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,5.93,-5.93,-0.91,-1.87,-2.65,-2.99,-0.42
231698,CU 이문라그란데점,N,4,4,100.0,0,0.0,-7.95,-7.51,0.45,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-5.53,-3.5,-2.41,,
246002,GS25 외대교차로점,N,4,1,25.0,3,75.0,0.9,-6.45,0.1,3.81,0.42,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-44.07,44.07,3.32,-2.44,-2.76,-4.46,-0.33
246003,GS25 외대디센시아점,N,4,2,50.0,2,50.0,-0.38,-8.44,0.62,8.5,0.19,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,2.04,-4.43,-2.24,0.23,-0.56
262095,[직영A] 치킨에꼬치다 외대점,N,4,3,75.0,1,25.0,-11.53,-8.22,7.23,0.85,0.65,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,5.93,-5.93,-9.11,-4.21,4.37,-7.42,-0.1
263182,CU 청량리해링턴점,N,4,3,75.0,1,25.0,-2.9,-6.85,0.17,10.45,0.98,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,5.93,-5.93,-0.48,-2.84,-2.69,2.18,0.23
263203,CU 휘경행복점,N,4,4,100.0,0,0.0,-6.59,-5.98,0.61,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-4.17,-1.97,-2.25,,
263223,CU 휘경브라운스톤점,N,4,4,100.0,0,0.0,-10.27,-9.68,0.6,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-7.85,-5.67,-2.26,,
263224,CU 전농우리점,N,4,2,50.0,2,50.0,-3.61,-7.54,0.74,3.86,2.79,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,-1.19,-3.53,-2.12,-4.41,2.04
263227,CU 신흥래미안점,N,4,4,100.0,0,0.0,-4.55,-3.7,0.85,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-2.13,0.31,-2.01,,
263726,[직영A] 태백순살 소갈비탕 청량리점,N,4,3,75.0,1,25.0,-2.55,-9.09,0.52,18.68,0.05,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,5.93,-5.93,-0.13,-5.08,-2.34,10.41,-0.7
264020,[직영A] 노브랜드버거 휘경점,N,4,1,25.0,3,75.0,9.37,0.57,1.7,13.43,0.57,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-44.07,44.07,11.79,4.58,-1.16,5.16,-0.18
264348,CU 뉴휘경해모로점,N,4,3,75.0,1,25.0,-2.8,-7.11,0.56,12.33,0.53,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,5.93,-5.93,-0.38,-3.1,-2.3,4.06,-0.22
264390,[직영A] 춘리마라탕 외대점,N,4,3,75.0,1,25.0,0.4,-1.36,2.84,14.68,0.5,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,5.93,-5.93,2.82,2.65,-0.02,6.41,-0.25
24057,■파리바게뜨 동대문구청점,N,3,0,0.0,3,100.0,3.96,,,5.37,1.41,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,6.38,,,-2.9,0.66
51202,◇CU 경희스타점,N,3,3,100.0,0,0.0,-4.53,-4.02,0.51,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-2.11,-0.01,-2.35,,
59475,◇GS25 휘경주공점,N,3,1,33.33,2,66.67,1.34,1.87,6.12,4.34,0.2,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-35.74,35.74,3.76,5.88,3.26,-3.93,-0.55
67277,CU 장안대로점,N,3,3,100.0,0,0.0,-4.66,-4.14,0.52,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-2.24,-0.13,-2.34,,
89345,이디야커피 장안동사거리점,N,3,3,100.0,0,0.0,-7.31,-3.69,3.62,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-4.89,0.32,0.76,,
96529,◇파리바게뜨 휘경주공점,N,3,2,66.67,1,33.33,-2.8,-5.06,0.68,11.8,8.72,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-2.4,2.4,-0.38,-1.05,-2.18,3.53,7.97
133687,CU 뉴답십리간데메점,N,3,3,100.0,0,0.0,-6.38,-5.67,0.71,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-3.96,-1.66,-2.15,,
169184,GS25 뉴전농공원점,N,3,3,100.0,0,0.0,-7.04,-6.42,0.62,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-4.62,-2.41,-2.24,,
261807,[직영A] BBQ 안암오거리점,N,3,3,100.0,0,0.0,-8.45,-8.23,0.22,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-6.03,-4.22,-2.64,,
262061,[직영A] 나베야돈까스 용두점,N,3,1,33.33,2,66.67,20.8,-2.45,0.42,38.02,5.39,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-35.74,35.74,23.22,1.56,-2.44,29.75,4.64
262904,CU 청량한신점,N,3,2,66.67,1,33.33,0.96,-8.17,0.75,21.48,0.78,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-2.4,2.4,3.38,-4.16,-2.11,13.21,0.03
263723,[직영A] 두번먹는 명인김치찜 청량리점,N,3,1,33.33,2,66.67,2.0,-2.98,0.5,5.11,0.37,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-35.74,35.74,4.42,1.03,-2.36,-3.16,-0.38
264149,[직영A] 냉면클라쓰&매력만두,N,3,0,0.0,3,100.0,4.38,,,4.5,0.12,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,6.8,,,-3.77,-0.63
39289,■CU 제기푸르지오1호점,N,2,2,100.0,0,0.0,-6.26,0.73,6.99,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-3.84,4.74,4.13,,
39291,■CU 용두점,N,2,0,0.0,2,100.0,7.5,,,7.56,0.06,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-69.07,69.07,9.92,,,-0.71,-0.69
53463,CU 답십리메트로점,N,2,1,50.0,1,50.0,-2.88,-10.0,0.22,5.17,0.72,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,-0.46,-5.99,-2.64,-3.1,-0.03
59207,(창)GS25 신설중앙점,N,2,1,50.0,1,50.0,10.48,-0.75,0.98,22.73,0.03,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,12.9,3.26,-1.88,14.46,-0.72
67284,(창)CU 청계포레스트힐점,N,2,2,100.0,0,0.0,-7.72,-3.6,4.12,,,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,30.93,-30.93,-5.3,0.41,1.26,,
67286,CU 답십리스카이점,N,2,1,50.0,1,50.0,-0.19,-0.05,0.98,0.88,0.23,69.07,30.93,-2.42,-4.01,2.86,8.27,0.75,-19.07,19.07,2.23,3.96,-1.88,-7.39,-0.52
