store_id,sgg,admin_dong
210158,성동구,사근동
210951,성북구,종암동
210989,성북구,동선동
212987,성동구,옥수동
213805,성동구,옥수동
215056,성북구,길음1동
215456,성북구,동선동
215556,성동구,응봉동
215662,성북구,동선동
215752,성동구,왕십리도선동
215790,성북구,성북동
215874,성동구,행당1동
215875,성동구,사근동
215889,성동구,마장동
215919,성동구,사근동
216003,성북구,종암동
216027,성북구,돈암2동
216683,성동구,금호2·3가동
216684,성동구,행당1동
218606,성북구,종암동
218607,성북구,종암동
219944,성북구,삼선동
220065,성북구,종암동
220823,성북구,삼선동
222406,성북구,동선동
223775,성북구,동선동
223930,성북구,삼선동
223931,성북구,보문동
223932,성북구,종암동
224287,성동구,옥수동
224386,성동구,행당1동
225232,성북구,보문동
225233,성북구,길음1동
228335,성동구,옥수동
228336,성동구,응봉동
228522,성동구,금호4가동
228523,성동구,행당1동
230281,성북구,동선동
230733,성북구,정릉2동
230833,성북구,동선동
231733,성동구,응봉동
231761,성북구,동선동
231951,성동구,사근동
231952,성동구,사근동
231953,성동구,왕십리도선동
231954,성북구,동선동
232492,성북구,길음2동
232758,성북구,동선동
233841,성북구,종암동
233915,성동구,왕십리도선동
233970,성북구,정릉1동
233994,성북구,안암동
234049,성북구,정릉1동
234054,성북구,정릉1동
234055,성북구,길음2동
234056,성북구,길음1동
234057,성북구,길음1동
234116,성북구,안암동
234117,성북구,정릉2동
234928,성북구,삼선동
234929,성북구,동선동
234930,성북구,동선동
234931,성북구,삼선동
234932,성북구,보문동
234933,성북구,삼선동
234934,성북구,동선동
