store_id,sgg,admin_dong
234935,성북구,성북동
234936,성북구,성북동
234937,성북구,동선동
235354,성북구,동선동
235355,성북구,동선동
235356,성북구,삼선동
235357,성북구,성북동
235375,성북구,동선동
235376,성북구,동선동
235377,성북구,동선동
235378,성북구,삼선동
235379,성북구,동선동
235380,성북구,동선동
235381,성북구,성북동
235382,성북구,성북동
235452,성북구,보문동
235453,성북구,삼선동
235454,성북구,성북동
235455,성북구,동선동
235456,성북구,동선동
235457,성북구,삼선동
235466,성북구,삼선동
235467,성북구,성북동
235468,성북구,동선동
235469,성북구,성북동
235470,성북구,동선동
235471,성북구,안암동
235472,성북구,삼선동
235473,성북구,삼선동
235474,성북구,동선동
235475,성북구,삼선동
235476,성북구,성북동
235616,성북구,동선동
235617,성북구,삼선동
235633,성북구,동선동
235942,성북구,성북동
236005,성북구,보문동
236491,성북구,동선동
236669,성동구,행당1동
237784,성북구,길음1동
238259,성동구,왕십리도선동
239114,성북구,동선동
239451,성북구,동선동
241686,성북구,삼선동
241693,성북구,삼선동
242484,성북구,삼선동
242916,성동구,왕십리도선동
242917,성동구,마장동
243213,성북구,안암동
243551,성동구,금호2·3가동
244406,성북구,삼선동
244407,성북구,삼선동
244673,성북구,삼선동
248795,성동구,사근동
249204,성북구,성북동
249299,성동구,옥수동
249495,성북구,동선동
249562,성동구,행당1동
255575,성동구,마장동
256230,성동구,왕십리도선동
257468,성북구,길음1동
262453,성동구,사근동
262454,성동구,옥수동
262455,성동구,왕십리도선동
262456,성동구,왕십리도선동
262457,성동구,행당1동
262458,성동구,왕십리도선동
262459,성동구,사근동
262643,성동구,금호2·3가동
